Offer Name,Title,Description,Type,Code,Offer Page  ( Ctrl C to copy ),start_date(m/d/Year),Expiry,Coupon_featured,Tracking Extra parameter
MakeMyTrip.com,MakeMyTrip.com-15&#37; off on domestic hotel,T&C: Min booking Rs. 5000. Max dis 1000,Coupon,HTLHOTEL,http://tracking.vcommission.com/aff_c?offer_id=44&aff_id=41413&url=http%253A%252F%252Fwww.makemytrip.com%252Fhotels%252F%253Fcmp%253Ddisp_htlvcommho_%257Baffiliate_id%257D%2526affid%253Dvcomhtl_%257Baffiliate_id%257D,7/23/2015,3/31/2016,,aff_sub
Fnp.com,Fnp.com-Flat 10&#37; off site-wide,,Coupon,FNP10VCOM,http://tracking.vcommission.com/aff_c?offer_id=260&aff_id=41413&url=http%253A%252F%252Fwww.fnp.com%252F%253Futm_source%253Daffiliate%2526utm_medium%253DBanner%2526utm_campaign%253Dvcommission,9/1/2015,10/31/2015,,aff_sub
Fnp.com,Fnp.com-Flat INR 100 off on minimum purchase of 799,,Coupon,FNPVCOMM100,http://tracking.vcommission.com/aff_c?offer_id=260&aff_id=41413&url=http%253A%252F%252Fwww.fnp.com%252F%253Futm_source%253Daffiliate%2526utm_medium%253DBanner%2526utm_campaign%253Dvcommission,9/1/2015,10/31/2015,,aff_sub
Fnp.com,Fnp.com-Flat INR 200 off on mimimum purchase of 1550,,Coupon,FNPVCOMM200,http://tracking.vcommission.com/aff_c?offer_id=260&aff_id=41413&url=http%253A%252F%252Fwww.fnp.com%252F%253Futm_source%253Daffiliate%2526utm_medium%253DBanner%2526utm_campaign%253Dvcommission,9/1/2015,10/31/2015,,aff_sub
Fnp.com,Fnp.com-Flat INR 50 off on plant category,,Coupon,FNPVCOMM50P,http://tracking.vcommission.com/aff_c?offer_id=260&aff_id=41413&url=http%253A%252F%252Fwww.fnp.com%252Fplant%252F%253Futm_source%253Daffiliate%2526utm_medium%253DBanner%2526utm_campaign%253Dvcommission,9/1/2015,10/31/2015,,aff_sub
Fnp.com,Fnp.com-Flat 100 off on Delicious Chocolate Cakes,,Coupon,FNPVC100CK,http://tracking.vcommission.com/aff_c?offer_id=260&aff_id=41413&url=http%253A%252F%252Fwww.fnp.com%252Fchocolate-cakes-1-1555-t.html%253Futm_source%253Daffiliate%2526utm_medium%253DBanner%2526utm_campaign%253Dvcommission,9/1/2015,10/31/2015,,aff_sub
Fnp.com,Fnp.com-Flat 150 off on Fondant Designer Cakes,,Coupon,FNPVC150CK,http://tracking.vcommission.com/aff_c?offer_id=260&aff_id=41413&url=http%253A%252F%252Fwww.fnp.com%252Fpremium-designer-cakes-1-3906-t.html%253Futm_source%253Daffiliate%2526utm_medium%253DBanner%2526utm_campaign%253Dvcommission,9/1/2015,10/31/2015,,aff_sub
OyoRooms.com,OyoRooms.com-Flat 25&#37; off of site wide,,Coupon,OYO25,http://tracking.vcommission.com/aff_c?offer_id=1362&aff_id=41413&url=http%253A%252F%252Fwww.oyorooms.com%253Fhttp%253A%252F%252Fwww.oyorooms.com%252F%253Futm_source%253Dn16%2526utm_medium%253Daff_3%2526utm_campaign%253D%257Baffiliate_id%257D%2526utm_content%253D%2Bbanners,9/2/2015,10/30/2015,,aff_sub
Bluestone.com,Bluestone.com-Flat 5&#37; OFF on order Rs.2000 & above on Diamond & Gemstone Jewellery,"T&C : Not applicable on Only Gemstone jewellery, Only Pearl Jewellery, Plain Gold Jewellery, Coins, Solitaires & on Discounted products.",Coupon,BSVC5,http://tracking.vcommission.com/aff_c?offer_id=713&aff_id=41413&url=http%253A%252F%252Fwww.bluestone.com%252F%253Futm_source%253DAff-Vcomm%2526utm_medium%253Dcps%2526utm_campaign%253DVCOM,9/2/2015,12/31/2015,,aff_sub
Bluestone.com,Bluestone.com-Flat 10&#37; OFF on order Rs.20000 & above on Diamond & Gemstone Jewellery,"T&C : Not applicable on Only Gemstone jewellery, Only Pearl Jewellery, Plain Gold Jewellery, Coins, Solitaires & on Discounted products.",Coupon,BSVC10,http://tracking.vcommission.com/aff_c?offer_id=713&aff_id=41413&url=http%253A%252F%252Fwww.bluestone.com%252F%253Futm_source%253DAff-Vcomm%2526utm_medium%253Dcps%2526utm_campaign%253DVCOM,9/2/2015,12/31/2015,,aff_sub
